timestamp,src_ip,dst_ip,length,protocol_type,syn_flag,ack_flag,icmp_payload_size,dst_port,is_http_traffic,is_partial_http
1769105407.083593,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105407.083689,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105407.139842,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105407.139927,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105407.195822,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105407.195881,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105407.249325,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105407.249399,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105407.303369,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105407.30343,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105407.35224,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105407.352298,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105407.408249,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105407.408354,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105407.465297,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105407.465434,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105407.531226,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105407.531291,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105407.589752,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105407.589827,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105407.643376,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105407.643446,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105407.69598,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105407.696043,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105407.745643,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105407.7457,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105407.794413,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105407.794471,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105407.843949,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105407.844022,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105407.894132,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105407.894217,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105407.948677,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105407.948815,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105408.002374,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105408.002433,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105408.049661,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105408.049732,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105408.098232,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105408.098466,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105408.144478,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105408.144541,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105408.200465,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105408.200591,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105408.251158,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105408.251223,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105408.29995,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105408.300016,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105408.350007,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105408.350073,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105408.402681,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105408.402751,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105408.450183,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105408.450273,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105408.501957,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105408.502023,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105408.54949,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105408.549563,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
1769105408.600465,127.0.0.1,127.0.0.1,1028,3,0,0,1000,0,0,0
