timestamp,src_ip,dst_ip,length,protocol_type,syn_flag,ack_flag,icmp_payload_size,dst_port,is_http_traffic,is_partial_http
1769107312.357834,127.0.0.1,127.0.0.1,41,1,0,1,0,49696,0,0
1769107312.357874,127.0.0.1,127.0.0.1,40,1,0,1,0,49695,0,0
1769107312.358193,127.0.0.1,127.0.0.1,41,1,0,1,0,49697,0,0
1769107312.358236,127.0.0.1,127.0.0.1,40,1,0,1,0,49698,0,0
1769107312.358256,127.0.0.1,127.0.0.1,41,1,0,1,0,49697,0,0
1769107312.358271,127.0.0.1,127.0.0.1,40,1,0,1,0,49698,0,0
1769107312.358497,127.0.0.1,127.0.0.1,41,1,0,1,0,49696,0,0
1769107312.35852,127.0.0.1,127.0.0.1,40,1,0,1,0,49695,0,0
1769107312.35883,127.0.0.1,127.0.0.1,41,1,0,1,0,49697,0,0
1769107312.358861,127.0.0.1,127.0.0.1,40,1,0,1,0,49698,0,0
1769107312.359108,127.0.0.1,127.0.0.1,41,1,0,1,0,49696,0,0
1769107312.359132,127.0.0.1,127.0.0.1,40,1,0,1,0,49695,0,0
1769107312.363198,127.0.0.1,127.0.0.1,41,1,0,1,0,49697,0,0
1769107312.36324,127.0.0.1,127.0.0.1,40,1,0,1,0,49698,0,0
1769107312.366445,127.0.0.1,127.0.0.1,41,1,0,1,0,49696,0,0
1769107312.366479,127.0.0.1,127.0.0.1,40,1,0,1,0,49695,0,0
1769107312.36658,127.0.0.1,127.0.0.1,41,1,0,1,0,49697,0,0
1769107312.366603,127.0.0.1,127.0.0.1,40,1,0,1,0,49698,0,0
1769107312.398091,127.0.0.1,127.0.0.1,41,1,0,1,0,49696,0,0
1769107312.398139,127.0.0.1,127.0.0.1,40,1,0,1,0,49695,0,0
1769107314.715949,127.0.0.1,127.0.0.1,41,1,0,1,0,49696,0,0
1769107314.716021,127.0.0.1,127.0.0.1,40,1,0,1,0,49695,0,0
1769107314.716247,127.0.0.1,127.0.0.1,41,1,0,1,0,49697,0,0
1769107314.716282,127.0.0.1,127.0.0.1,40,1,0,1,0,49698,0,0
1769107314.716524,127.0.0.1,127.0.0.1,41,1,0,1,0,49697,0,0
1769107314.716559,127.0.0.1,127.0.0.1,40,1,0,1,0,49698,0,0
1769107314.716896,127.0.0.1,127.0.0.1,41,1,0,1,0,49696,0,0
1769107314.716939,127.0.0.1,127.0.0.1,40,1,0,1,0,49695,0,0
1769107314.7174,127.0.0.1,127.0.0.1,41,1,0,1,0,49697,0,0
1769107314.717448,127.0.0.1,127.0.0.1,40,1,0,1,0,49698,0,0
1769107314.717679,127.0.0.1,127.0.0.1,41,1,0,1,0,49696,0,0
1769107314.717704,127.0.0.1,127.0.0.1,40,1,0,1,0,49695,0,0
1769107314.723423,127.0.0.1,127.0.0.1,41,1,0,1,0,49697,0,0
1769107314.72348,127.0.0.1,127.0.0.1,40,1,0,1,0,49698,0,0
1769107314.729033,127.0.0.1,127.0.0.1,41,1,0,1,0,49696,0,0
1769107314.729104,127.0.0.1,127.0.0.1,40,1,0,1,0,49695,0,0
1769107314.729341,127.0.0.1,127.0.0.1,41,1,0,1,0,49697,0,0
1769107314.729388,127.0.0.1,127.0.0.1,40,1,0,1,0,49698,0,0
1769107314.789338,127.0.0.1,127.0.0.1,41,1,0,1,0,49696,0,0
1769107314.789368,127.0.0.1,127.0.0.1,40,1,0,1,0,49695,0,0
1769107315.4508,127.0.0.1,127.0.0.1,41,1,0,1,0,49696,0,0
1769107315.450893,127.0.0.1,127.0.0.1,40,1,0,1,0,49695,0,0
1769107315.45125,127.0.0.1,127.0.0.1,41,1,0,1,0,49697,0,0
1769107315.451295,127.0.0.1,127.0.0.1,40,1,0,1,0,49698,0,0
1769107315.451464,127.0.0.1,127.0.0.1,41,1,0,1,0,49697,0,0
1769107315.451503,127.0.0.1,127.0.0.1,40,1,0,1,0,49698,0,0
1769107315.452008,127.0.0.1,127.0.0.1,41,1,0,1,0,49696,0,0
1769107315.452061,127.0.0.1,127.0.0.1,40,1,0,1,0,49695,0,0
1769107315.4526,127.0.0.1,127.0.0.1,41,1,0,1,0,49697,0,0
1769107315.452642,127.0.0.1,127.0.0.1,40,1,0,1,0,49698,0,0
1769107315.453033,127.0.0.1,127.0.0.1,41,1,0,1,0,49696,0,0
1769107315.453067,127.0.0.1,127.0.0.1,40,1,0,1,0,49695,0,0
1769107316.098889,127.0.0.1,127.0.0.1,41,1,0,1,0,49696,0,0
1769107316.098948,127.0.0.1,127.0.0.1,40,1,0,1,0,49695,0,0
1769107316.099236,127.0.0.1,127.0.0.1,41,1,0,1,0,49697,0,0
1769107316.09927,127.0.0.1,127.0.0.1,40,1,0,1,0,49698,0,0
1769107316.099291,127.0.0.1,127.0.0.1,41,1,0,1,0,49697,0,0
1769107316.099305,127.0.0.1,127.0.0.1,40,1,0,1,0,49698,0,0
1769107316.099776,127.0.0.1,127.0.0.1,41,1,0,1,0,49696,0,0
1769107316.099802,127.0.0.1,127.0.0.1,40,1,0,1,0,49695,0,0
1769107316.100402,127.0.0.1,127.0.0.1,41,1,0,1,0,49697,0,0
1769107316.100448,127.0.0.1,127.0.0.1,40,1,0,1,0,49698,0,0
1769107316.10083,127.0.0.1,127.0.0.1,41,1,0,1,0,49696,0,0
1769107316.100863,127.0.0.1,127.0.0.1,40,1,0,1,0,49695,0,0
1769107317.905032,127.0.0.1,127.0.0.1,41,1,0,1,0,49696,0,0
1769107317.905082,127.0.0.1,127.0.0.1,40,1,0,1,0,49695,0,0
1769107317.905767,127.0.0.1,127.0.0.1,41,1,0,1,0,49697,0,0
1769107317.905796,127.0.0.1,127.0.0.1,40,1,0,1,0,49698,0,0
